"iforestRScore.id","iforestRScore.average_depth","iforestRScore.anomaly_score"
154,13.391,0.404130806386045
155,12.964,0.415976528794807
156,13.341,0.405500268253817
157,13.025,0.414263258260457
158,13.055,0.413423256550168
159,13.463,0.402166902413929
160,12.582,0.426867829722649
161,13.215,0.408971929683087
162,12.569,0.427243451676814
163,13.462,0.402194113394922
164,13.275,0.40731506623503
165,13.516,0.400727351798815
166,13.817,0.392648978633146
167,13.504,0.401052835861242
168,13.361,0.404951927508687
169,13.815,0.392702114409797
170,12.928,0.416990962156417
171,13.409,0.403638933122684
172,12.974,0.415695179975552
173,13.056,0.413395285846467
174,13.729,0.394993768088761
175,14.702,0.369828041030966
176,13.441,0.402765969486378
177,13.832,0.392250689412809
178,14.291,0.380256429407756
179,13.231,0.408529441562976
180,12.133,0.440034510419217
181,14.249,0.381338526530916
182,12.74,0.422328889698974
183,13.32,0.406076825171895
184,14.11,0.38494176028896
185,14.603,0.372313539620229
186,13.291,0.406874370762138
187,12.626,0.425598942567967
188,12.906,0.417612111120784
189,12.671,0.424305118374362
190,13.113,0.411804079918182
191,13.328,0.405857087841919
192,13.459,0.402275757385119
193,12.68,0.424046825907101
194,13.213,0.409027274386103
195,13.55,0.399806580749124
196,13.272,0.40739774976064
197,13.881,0.390952424640066
198,12.806,0.42044719741708
199,13.242,0.408225508724715
200,12.804,0.420504095026882
201,14.597,0.372464711640033
202,14.261,0.381029042089772
203,12.484,0.429707600481001
204,12.346,0.433738522163172
205,13.828,0.39235686035139
206,13.723,0.395154149056353
207,12.362,0.433269237771355
208,12.856,0.419027256545638
209,15.023,0.361882554587154
210,12.152,0.439469203366086
211,12.714,0.423072472548749
212,15.087,0.360318935868092
213,14.264,0.380951710232691
214,12.519,0.428691234439427
215,13.535,0.4002125421805
216,12.914,0.41738613178738
217,12.622,0.425714139916017
218,13.564,0.399428054950257
219,12.495,0.42938791176986
220,12.93,0.416934539901946
221,12.481,0.429794829612291
222,12.971,0.415779564634772
223,13.617,0.397998308000057
224,13.526,0.400456316873843
225,12.663,0.42453484375455
226,12.318,0.434560993260714
227,13.68,0.396305453251054
228,13.601,0.398429389594668
229,13.897,0.390529432764887
230,12.622,0.425714139916017
231,13.743,0.39461979892764
232,14.902,0.364857336480649
233,13.112,0.411831942959432
234,12.842,0.419424355910756
235,12.103,0.440928581411794
236,13.374,0.404595903715328
237,13.269,0.407480450070714
238,13.623,0.397836772675451
239,12.797,0.420703297303552
240,13.224,0.408722971176145
241,13.339,0.405555143149355
242,13.425,0.40320221505047
243,12.736,0.422443201938109
244,13.278,0.407232399490479
245,13.248,0.408059822492541
246,13.145,0.41091345724145
247,12.537,0.428169468335171
248,13.111,0.411859807885922
249,14.096,0.385306557867711
250,12.308,0.434855110749291
251,13.124,0.41149771085372
252,14.71,0.369627918735753
253,13.245,0.408142657201051
254,12.245,0.436712633862641
255,12.364,0.433210612934352
256,12.808,0.420390307505985
257,13.708,0.395555386433848
258,13.4,0.40388479487556
259,13.877,0.391058244175849
260,13.213,0.409027274386103
261,12.893,0.417979588513877
262,12.999,0.414992640174998
263,12.718,0.422957990030314
264,13.527,0.400429223465799
265,13.417,0.403420514991088
266,12.873,0.418545569864861
267,12.529,0.428401285934438
268,13.52,0.400618915822909
269,13.198,0.409442598459735
270,14.748,0.368678815678277
271,14.44,0.376442270670703
272,13.821,0.392542728647975
273,12.813,0.420248116403258
274,13.029,0.414151159496822
275,13.473,0.401894893838191
276,13.56,0.399536168594501
277,14.327,0.37933136185722
278,12.682,0.423989448937117
279,13.546,0.399914796849375
280,13.375,0.404568530237997
281,13.59,0.398726029007536
282,13.208,0.409165668912861
283,13.853,0.391693763150135
284,12.248,0.436624000726431
285,12.498,0.429300765224696
286,13.594,0.398618134585355
287,13.876,0.391084703534851
288,13.429,0.40309310938179
289,13.969,0.388631625688278
290,13.666,0.396681019855423
291,14.642,0.371332415933949
292,12.95,0.416370737078178
293,13.427,0.40314765852516
294,12.43,0.431280436982207
295,13.139,0.411080302146847
296,12.92,0.417216727538846
297,12.556,0.427619404159172
298,13.329,0.405829629037488
299,13.175,0.410080247923508
300,12.598,0.426405979092323
301,13.713,0.395421595393516
302,13.719,0.395261105877646
303,13.348,0.405308264584855
304,12.544,0.427966730839554
305,14.378,0.378024700533189
306,13.236,0.408391262231162
307,12.442,0.430930420984008
308,13.461,0.402221326217035
309,12.997,0.41504879963915
310,14.462,0.375882357008374
311,14.618,0.371935877949155
312,13.327,0.405884548504239
313,12.954,0.416258068035221
314,13.949,0.389157867300516
315,13.436,0.40290224549835
316,14.402,0.377411359467952
317,13.13,0.411330696534912
318,12.483,0.429736674890852
319,12.911,0.417470859703869
320,13.748,0.394486324336609
321,13.027,0.414207205086415
322,12.651,0.42487966505254
323,12.832,0.419708228692993
324,13.851,0.391746769660903
325,12.996,0.415076882221109
326,12.978,0.415582693736922
327,12.683,0.423960763363529
328,13.025,0.414263258260457
329,12.86,0.418913868654118
330,13.495,0.401297122388456
331,13.312,0.406296681471073
332,13.695,0.395903455032339
333,13.136,0.411163750002101
334,12.161,0.439201679879078
335,13.478,0.401758958548735
336,13.049,0.41359112051985
337,13.614,0.398079100256519
338,13.322,0.406021879688553
339,12.778,0.421244465010913
340,12.485,0.429678528038218
341,14.048,0.386559918992854
342,13.068,0.413059784972282
343,13.394,0.404048785903853
344,12.734,0.422500369660037
345,14.05,0.38650761430499
346,14.645,0.371257052058373
347,13.177,0.410024760744644
348,12.425,0.431426360874607
349,13.193,0.409581133511544
350,13.311,0.4063241718767
351,13.375,0.404568530237997
352,14.107,0.385019902112167
353,12.142,0.439766642805902
354,13.731,0.394940322232807
355,14.083,0.385645608018931
356,14.153,0.38382346867904
357,13.468,0.402030875121402
358,14.643,0.371307292942399
359,14.519,0.374435542651057
360,12.851,0.419169034569989
361,13.875,0.391111164684117
362,12.896,0.417894757348189
363,13.73,0.394967044256765
364,13.789,0.393393534211918
365,13.422,0.403284063681757
366,13.014,0.414571686335576
367,14.308,0.379819311166725
368,13.788,0.393420151578783
369,13.087,0.412529132025114
370,13.468,0.402030875121402
371,14.098,0.385254422769758
372,13.447,0.402602499113983
373,13.133,0.411247214796977
374,13.39,0.40415815024658
375,13.554,0.399698393931922
376,12.576,0.427041152648467
377,14.216,0.382190905503088
378,13.229,0.408584726385664
379,12.776,0.421301470512076
380,13.69,0.396037409110055
381,12.867,0.418715513668788
382,12.897,0.417866484119117
383,15.617,0.347627150867861
384,13.319,0.406104300701843
385,13.312,0.406296681471073
386,12.689,0.423788690673386
387,12.209,0.437777635935019
388,13.474,0.401867703101298
389,13.897,0.390529432764887
390,13.773,0.393819628264653
391,12.579,0.426954482390465
392,12.742,0.422271745179673
393,13.098,0.412222223545074
394,13.415,0.403475108441084
395,14.278,0.380591035703084
396,13.246,0.408115043763366
397,13.207,0.409193353436806
398,14.262,0.381003263060003
399,14.143,0.384083246239419
400,12.552,0.427735148387851
401,13.317,0.406159257338924
402,13.491,0.401405741935301
403,13.484,0.401595896891241
404,13.188,0.409719715436738
405,11.393,0.462626734819816
406,12.59,0.426636841911129
407,14.749,0.368653872219604
408,13.299,0.406654201862253
409,14.563,0.373322513237163
410,13.471,0.401949280831354
411,13.274,0.407342625545503
412,13.543,0.399995978146332
413,13.759,0.394192839128415
414,14.34,0.378997863036214
415,13.662,0.396788389956565
416,13.379,0.40445905484731
417,14.637,0.371458056391666
418,13.76,0.39416616948434
419,13.293,0.406819317364419
420,13.531,0.400320868162791
421,13.934,0.389553016086073
422,13.171,0.410191244808894
423,13.917,0.390001336443078
424,13.106,0.411999160801418
425,13.873,0.391164092353927
426,12.955,0.416229905538555
427,13.437,0.402874986607732
428,12.881,0.418319085415875
429,13.405,0.403748186530095
430,12.399,0.432185961391436
431,13.022,0.414347352244606
432,13.103,0.412082795181747
433,12.594,0.426521394881865
434,13.418,0.403393221036254
435,13.062,0.413227501360082
436,13.095,0.412305903206356
437,14.106,0.385045952911413
438,13.419,0.403365928928028
439,13.224,0.408722971176145
440,12.924,0.417103829572656
441,12.374,0.432917607714103
442,13.575,0.39913089325254
443,13.185,0.409802887097676
444,14.422,0.376901002158048
445,13.896,0.390555856344025
446,12.875,0.418488937259376
447,13.062,0.413227501360082
448,14.008,0.387607500448059
449,13.999,0.387843597245637
450,13.398,0.403939451154886
451,14.324,0.37940836478928
452,13.128,0.411386360441378
453,12.752,0.421986138543993
454,12.779,0.421215965152886
455,14.603,0.372313539620229
456,14.425,0.37682450810848
457,12.835,0.419623046690648
458,13.237,0.408363631973771
459,12.559,0.42753261654197
460,13.17,0.410218998724244
461,13.27,0.407452881435538
462,13.461,0.402221326217035
463,12.287,0.435473405586786
464,13.754,0.394326214418619
465,12.663,0.42453484375455
466,12.35,0.433621153434216
467,14.496,0.375018673531643
468,13.407,0.403693556130422
469,13.357,0.405061536305776
470,12.613,0.425973447966046
471,14.776,0.367981036367953
472,13.239,0.408308377066948
473,13.806,0.392941314403365
474,12.647,0.424994667712931
475,13.061,0.413255460711331
476,14.518,0.374460877302848
477,12.99,0.415245417619321
478,12.495,0.42938791176986
479,13.249,0.408032214659149
480,13.08,0.412724556381891
481,12.797,0.420703297303552
482,13.241,0.408253129636561
483,13.908,0.390238891357467
484,13.454,0.402411867533649
485,14.303,0.379947823168526
486,12.762,0.421700725080485
487,13.01,0.414683898923687
488,13.485,0.401568726383386
489,12.637,0.425282310566903
490,12.793,0.420817169541752
491,12.693,0.423674014347838
492,14.577,0.372969061819996
493,14.47,0.375678958586218
494,12.965,0.415948385346055
495,12.519,0.428691234439427
496,12.821,0.420020710667935
497,12.706,0.423301530555345
498,13.931,0.389632093977985
499,13.235,0.408418894358042
500,12.617,0.425858180449784
501,13.624,0.397809856496176
502,13.62,0.397917532140811
503,14.083,0.385645608018931
504,13.432,0.403011299505687
505,12.192,0.438281456000393
506,13.339,0.405555143149355
507,12.945,0.416511616268203
508,14.517,0.374486213668804
509,14.098,0.385254422769758
510,12.99,0.415245417619321
511,14.638,0.371432924899743
512,13.706,0.395608915524232
513,13.57,0.399265939335149
514,13.422,0.403284063681757
515,13.309,0.406379158268158
516,12.915,0.417357892970051
517,12.193,0.438251803481941
518,12.686,0.423874718286806
519,13.204,0.40927641824811
520,12.894,0.417951309545439
521,13.934,0.389553016086073
522,13.367,0.404787569922875
523,13.533,0.400266701507052
524,13.849,0.391799783344853
525,12.608,0.426117576236786
526,13.362,0.404924529944089
527,12.207,0.437836878810848
528,13.01,0.414683898923687
529,12.793,0.420817169541752
530,13.66,0.39684208590489
531,13.078,0.412780408914406
532,13.178,0.409997019970724
533,12.342,0.433855922660456
534,14.136,0.38426519513834
535,13.781,0.39360652358041
536,14.249,0.381338526530916
537,13.262,0.407673482752947
538,13.353,0.405171174770802
539,14.415,0.377079548665912
540,12.846,0.419310860564986
541,13.196,0.409498006856667
542,12.84,0.419481115103089
543,12.648,0.424965914129921
544,13.564,0.399428054950257
545,12.675,0.424190302304567
546,13.167,0.410302271737934
547,13.285,0.407039575660401
548,13.539,0.400104245510991
549,12.619,0.425800558388861
550,12.558,0.427561543790416
551,13.413,0.403529709279015
552,12.327,0.43429645760874
553,14.272,0.380745568669156
554,14.361,0.378459753431516
555,11.928,0.446180319962343
556,12.301,0.435061111425878
557,14.412,0.377156094487816
558,12.572,0.427156740361155
559,13.965,0.38873681705078
560,12.178,0.438696801983744
561,13.979,0.388368771797629
562,12.218,0.437511142176634
563,13.709,0.395528624604812
564,12.331,0.434178937903629
565,13.141,0.411024679652546
566,12.858,0.418970558764043
567,13.697,0.395849886088374
568,13.714,0.395394842616292
569,12.705,0.423330171524637
570,13.16,0.410496641180752
571,13.45,0.402520788809826
572,12.82,0.420049129653949
573,14.882,0.365351385601449
574,14.228,0.381880729293315
575,13.762,0.39411283560918
576,13.068,0.413059784972282
577,13.78,0.39363315535833
578,12.545,0.427937776177636
579,13.285,0.407039575660401
580,13.956,0.38897360172987
581,13.167,0.410302271737934
582,13.185,0.409802887097676
583,13.009,0.414711956816129
584,13.516,0.400727351798815
585,13.181,0.409913808909494
586,13.522,0.400564708838907
587,13.73,0.394967044256765
588,14.245,0.381441743862004
589,13.634,0.397540794840853
590,13.44,0.402793221000798
591,12.824,0.419935465245722
592,12.572,0.427156740361155
593,13.622,0.3978636906759
594,14.276,0.380642539721606
595,12.735,0.422471784832101
596,13.492,0.401378584292634
597,12.637,0.425282310566903
598,12.929,0.416962750074819
599,13.382,0.404376967745358
600,13.569,0.399292954034323
601,14.289,0.38030788814521
602,13.303,0.406544162093225
603,12.592,0.426579114491003
604,13.444,0.402684226005045
605,14.796,0.367483431282401
606,12.907,0.417583857014521
607,13.586,0.398833952633623
608,12.388,0.432507733311844
609,12.807,0.420418751499259
610,14.262,0.381003263060003
611,13.032,0.414067105331028
612,13.615,0.398052167682247
613,12.589,0.426665708550642
614,12.687,0.423846040475474
615,13.232,0.408501801956877
616,12.856,0.419027256545638
617,13.345,0.405390540736789
618,13.679,0.396332267641028
619,14.576,0.37299429724835
620,13.3,0.406626689128006
621,13.159,0.4105244157595
622,13.594,0.398618134585355
623,12.456,0.430522427995114
624,13.425,0.40320221505047
625,13.498,0.401215677017401
626,13.69,0.396037409110055
627,12.65,0.424908412799858
628,12.729,0.422643322813471
629,12.306,0.434913958130279
630,13.019,0.414431463299537
631,14.298,0.380076378652409
632,13.353,0.405171174770802
633,13.666,0.396681019855423
634,12.252,0.436505851193064
635,14.747,0.368703760824647
636,12.816,0.420162824827849
637,14.496,0.375018673531643
638,14.423,0.376875502416345
639,14.544,0.37380273312108
640,12.802,0.420561000336433
641,13.907,0.390265295278306
642,14.259,0.381080605382127
643,12.847,0.419282491527556
644,12.761,0.421729257737812
645,14.136,0.38426519513834
646,12.85,0.419197395930817
647,13.542,0.4000230422406
648,13.39,0.40415815024658
649,14.529,0.37418229038676
650,12.898,0.417838212802908
651,13.474,0.401867703101298
652,13.895,0.390582281711005
653,13.602,0.398402433321102
654,13.73,0.394967044256765
655,13.951,0.389105211089205
656,12.912,0.417442615154159
657,13.027,0.414207205086415
658,13.338,0.40558258338182
659,12.52,0.428662230760249
660,12.837,0.419566268293821
661,13.45,0.402520788809826
662,13.482,0.40165024342222
663,12.671,0.424305118374362
664,13.152,0.410718890436954
665,13.492,0.401378584292634
666,12.728,0.422671919247825
667,13.22,0.408833600685896
668,13.579,0.399022889274949
669,12.878,0.418404002718669
670,12.676,0.424161603141976
671,11.844,0.448723327106864
672,14.335,0.379126097100741
673,13.484,0.401595896891241
674,12.848,0.419254124409471
675,13.633,0.39756769281517
676,12.973,0.415723306292196
677,14.214,0.382242626026247
678,13.051,0.413535158291488
679,14.5,0.374917194269833
680,13.122,0.411553397361634
681,12.851,0.419169034569989
682,13.161,0.410468868481131
683,13.262,0.407673482752947
684,13.591,0.398699052664434
685,13.974,0.388500176512537
686,13.363,0.40489713423311
687,13.997,0.387896082727276
688,13.51,0.400890060797322
689,13.546,0.399914796849375
690,12.533,0.428285361450344
691,13.224,0.408722971176145
692,14.174,0.383278507572004
693,13.11,0.411887674697778
694,13.483,0.401623069237477
695,13.301,0.40659917825517
696,13.197,0.409470301720987
697,13.092,0.412389599854314
698,13.374,0.404595903715328
699,14.339,0.37902350637878
700,12.474,0.42999843311954
701,13.1,0.412166446539561
702,13.128,0.411386360441378
703,12.605,0.426204076605783
704,13.366,0.404814958220633
705,12.062,0.442153416996411
706,13.155,0.410635532868298
707,13.75,0.394432947141905
708,13.67,0.396573678808404
709,12.796,0.420731762474003
710,12.542,0.428024646040818
711,14.418,0.377003018379386
712,14.18,0.383122946563601
713,13.145,0.41091345724145
714,12.86,0.418913868654118
715,13.169,0.410246754517449
716,12.965,0.415948385346055
717,12.892,0.418007869395696
718,13.354,0.405143762372737
719,14.179,0.383148869013097
720,12.688,0.423817364604378
721,13.648,0.397164414225337
722,13.31,0.406351664142353
723,12.332,0.434149562946529
724,13.579,0.399022889274949
725,13.883,0.390899525610612
726,13.157,0.410579970554884
727,12.864,0.418800511445123
728,13.368,0.40476018347811
729,14.336,0.379100446817262
730,12.751,0.422014690512657
731,12.802,0.420561000336433
732,13.232,0.408501801956877
733,12.738,0.422386041951437
734,12.204,0.437925758157042
735,12.665,0.424477400751799
736,13.106,0.411999160801418
737,12.185,0.438489079814027
738,12.862,0.418857186214824
739,14.762,0.368329760785362
740,12.439,0.431017898343558
741,13.343,0.405445400783296
742,12.96,0.416089121633218
743,13.119,0.411636941253553
744,12.845,0.419339231521891
745,13.617,0.397998308000057
746,13.031,0.414095121490651
747,14.355,0.378613421024156
748,14.239,0.38159662224466
749,13.325,0.405939475403044
750,13.147,0.410857857322616
751,13.78,0.39363315535833
752,12.731,0.422586135748824
753,12.948,0.416427083035237
754,13.652,0.397056942372821
755,13.803,0.393021080107917
756,12.816,0.420162824827849
757,12.452,0.430638957988545
758,12.899,0.417809943399433
759,12.387,0.432536997181248
760,12.868,0.418687184910349
761,12.745,0.422186042898114
762,12.941,0.416624353939347
763,13.419,0.403365928928028
764,13.272,0.40739774976064
765,13.079,0.412752481703422
766,14.258,0.381106389644948
767,12.737,0.422414620977931
768,13.139,0.411080302146847
769,12.587,0.426723447689231
770,13.098,0.412222223545074
771,13.398,0.403939451154886
772,13.122,0.411553397361634
773,12.911,0.417470859703869
774,13.788,0.393420151578783
775,12.641,0.425167230070963
776,13.07,0.413003894637924
777,13.265,0.40759074326587
778,12.91,0.41749910616463
779,13.241,0.408253129636561
780,14.096,0.385306557867711
781,14.805,0.367259728578773
782,12.345,0.433767869308877
783,13.086,0.412557044124055
784,14.377,0.37805027803069
785,13.212,0.409054949546148
786,13.423,0.403256778958718
787,14.459,0.375958659804583
788,12.628,0.425541355584028
789,13.539,0.400104245510991
790,13.128,0.411386360441378
791,12.318,0.434560993260714
792,13.366,0.404814958220633
793,12.314,0.434678616377181
794,13.008,0.414740016606994
795,13.428,0.403120383030795
796,13.95,0.389131538304199
797,12.626,0.425598942567967
798,13.083,0.412640791752736
799,14.035,0.386900072038044
800,12.798,0.420674834058951
801,13.748,0.394486324336609
802,13.876,0.391084703534851
803,13.091,0.41241750251238
804,13.803,0.393021080107917
805,13.657,0.396922643452334
806,13.027,0.414207205086415
807,13.268,0.407508020571209
808,13.194,0.409553422751819
809,14.019,0.387319132864828
810,14.246,0.381415936910344
811,13.951,0.389105211089205
812,13.287,0.406984499909121
813,13.799,0.39312745956902
814,13.708,0.395555386433848
815,13.354,0.405143762372737
816,13.171,0.410191244808894
817,13.128,0.411386360441378
818,13.75,0.394432947141905
819,12.831,0.41973662653619
820,13.281,0.40714974952358
821,13.379,0.40445905484731
822,13.973,0.388526462790337
823,13.711,0.395475106378439
824,13.066,0.413115682870079
825,14.154,0.383797500588601
826,13.756,0.394272858888083
827,13.025,0.414263258260457
828,13.544,0.39996891588312
829,12.95,0.416370737078178
830,13.086,0.412557044124055
831,12.475,0.429969341000085
832,12.923,0.417132051199823
833,13.939,0.389421255263002
834,14.386,0.377820142840628
835,13.274,0.407342625545503
836,14.338,0.379049151456399
837,12.598,0.426405979092323
838,13.005,0.41482420737141
839,14.79,0.367632642113166
840,13.756,0.394272858888083
841,12.989,0.415273513504633
842,13.354,0.405143762372737
843,13.672,0.396520019177733
844,13.383,0.404349609080433
845,12.318,0.434560993260714
846,12.778,0.421244465010913
847,13.106,0.411999160801418
848,13.191,0.409636560655927
849,13.625,0.397782942137951
850,13.204,0.40927641824811
851,12.946,0.416483436617392
852,13.936,0.38950030640793
853,14.395,0.377590147743587
854,13.592,0.398672078146451
855,13.453,0.402439095089206
856,13.239,0.408308377066948
857,13.599,0.398483307613582
858,12.881,0.418319085415875
859,13.197,0.409470301720987
860,12.627,0.425570148101933
861,12.679,0.424075517303759
862,12.81,0.420333425292556
863,13.473,0.401894893838191
864,14.125,0.384551288998001
865,14.016,0.387397757286304
866,12.57,0.427214545949316
867,12.451,0.430668095414898
868,12.867,0.418715513668788
869,13.654,0.397003217352676
870,12.9,0.417781675908562
871,14.345,0.378869672345053
872,14.395,0.377590147743587
873,13.069,0.413031838859737
874,12.73,0.422614728313848
875,12.625,0.42562773898226
876,12.402,0.432098246967319
877,13.38,0.404431690628671
878,13.303,0.406544162093225
879,13.431,0.40303856761936
880,13.589,0.398753007175883
881,13.43,0.40306583757802
882,13.183,0.409858344251176
883,13.151,0.41074668005329
884,13.354,0.405143762372737
885,13.922,0.389869423981959
886,13.829,0.392330314922917
887,12.162,0.439171965101648
888,13.053,0.413479203635269
889,14.23,0.381829057737715
890,12.927,0.417019176146871
891,13.565,0.399401031110649
892,14.602,0.372338730695351
893,13.819,0.392595850046196
894,12.575,0.427070046644016
895,13.42,0.403338638666287
896,12.106,0.440839092626757
897,13.412,0.403557012468769
898,13.196,0.409498006856667
899,13.112,0.411831942959432
900,13.716,0.395341342491706
901,13.695,0.395903455032339
902,12.867,0.418715513668788
903,12.851,0.419169034569989
904,13.033,0.414039091066876
905,13.538,0.400131316930728
906,14.515,0.374536891543677
907,13.167,0.410302271737934
908,12.853,0.419112317604679
909,13.664,0.396734701273737
910,12.177,0.438726484611203
911,12.882,0.41829078347832
912,13.467,0.402058076898664
913,14.027,0.387109545745277
914,12.94,0.416652543124753
915,13.473,0.401894893838191
916,13.267,0.407535592937149
917,13.419,0.403365928928028
918,12.556,0.427619404159172
919,13.801,0.393074266239724
920,14.566,0.373246745460826
921,14.843,0.366316706383712
922,13.294,0.406791793459061
923,13.801,0.393074266239724
924,13.032,0.414067105331028
925,12.879,0.41837569503592
926,13.49,0.401432901415479
927,12.792,0.420845642416902
928,12.588,0.426694577143299
929,14.099,0.385228357866204
930,12.716,0.423015227416667
931,13.28,0.407177297648573
932,12.574,0.427098942594558
933,13.487,0.401514390882322
934,13.903,0.390370928828007
935,13.361,0.404951927508687
936,13.616,0.398025236930134
937,13.873,0.391164092353927
938,13.424,0.403229496081664
939,13.087,0.412529132025114
940,13.06,0.413283421954336
941,13.297,0.406709232915484
942,14.573,0.373070013778588
943,13.953,0.389052562002705
944,12.949,0.416398909103635
945,13.584,0.398887925400601
946,13.34,0.405527704773396
947,12.711,0.42315835477241
948,13.798,0.39315405893303
949,13.536,0.400185465265359
950,12.713,0.423101098019767
951,13.543,0.399995978146332
952,14.386,0.377820142840628
953,12.831,0.41973662653619
954,12.766,0.421586613754021
955,12.896,0.417894757348189
956,13.629,0.397675302913087
957,13.119,0.411636941253553
958,13.114,0.411776218762043
959,13.282,0.407122203262393
960,14.288,0.380333620125276
961,12.837,0.419566268293821
962,14.56,0.373398296394091
963,13.721,0.395207623848724
964,13.113,0.411804079918182
965,13.32,0.406076825171895
966,13.034,0.414011078698066
967,13.401,0.403857469509249
968,13.441,0.402765969486378
969,13.545,0.399941855450843
970,13.718,0.39528784960612
971,13.261,0.40770106631421
972,14.101,0.385176233349345
973,12.118,0.440481319071966
974,13.131,0.411302867406159
975,13.114,0.411776218762043
976,12.683,0.423960763363529
977,12.979,0.415554576933608
978,13.3,0.406626689128006
979,14.498,0.374967930467764
980,12.281,0.435650222670475
981,13.692,0.395983822041018
982,12.887,0.418149302510035
983,14.298,0.380076378652409
984,12.562,0.427445846538774
985,13.528,0.400402131890796
986,13.381,0.404404328261396
987,13.565,0.399401031110649
988,12.551,0.427764089339787
989,13.146,0.410885656341579
990,12.732,0.422557545118268
991,13.814,0.392728684994564
992,13.516,0.400727351798815
993,12.672,0.424276411443736
994,14.504,0.374815742468098
